Year,Month,Day,Period,1
2012,2,7,12,0.995214246
2012,2,7,13,0.965847268
2012,2,7,14,0.947356949
2012,2,7,15,0.921252969
2012,2,7,16,0.902762649
2012,2,7,17,0.916902305
2012,2,7,18,0.961496605
2012,2,7,19,1.034370216
2012,2,7,20,1.093104172
2012,2,7,21,1.113769823
2012,2,7,22,1.106156162
2012,2,7,23,1.059386531
2012,2,7,24,1.010441568
2012,2,8,1,0.958233607
2012,2,8,2,0.950619946
2012,2,8,3,0.959321273
2012,2,8,4,0.970197932
2012,2,8,5,0.990863583
2012,2,8,6,1.047422206
2012,2,8,7,1.114857489
2012,2,8,8,1.131172476
2012,2,8,9,1.065912526
2012,2,8,10,1.057211199
2012,2,8,11,1.028931887
2012,2,8,12,0.998477244
2012,2,8,13,0.972373263
2012,2,8,14,0.962584271
2012,2,8,15,0.939743288
2012,2,8,16,0.932129627
